Müsteri ID;Ya?;Cinsiyet;Medeni Durum;Istihdam Durumu;Meslek;Gelir;Mevcut Borclar;Kredi Skoru;Odeme Gecmisi;Kredi Turleri;Basvuru Miktari;Onay Durumu;Aylik Harcamalar;Is Yerinde Kalma Süresi;Yasad??? Bolge;Ev Sahipligi;Sigorta Durumu;Aile Uyeleri ve Bagimlilar;Finansal Danismanlik Hizmeti Kullanimi;Kredi Talep Tipi
MUST-714461;43;erkek;bekar;Tam Zamanli;icerik ureticisi;60.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;10 Y?l ve Üzeri;Eskisehir;kira;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-616622;40;kadin;evli;Yar? Zamanli;Sosyal Medya Yöneticisi;60.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;0-1 Y?l;Adana;ev sahibi;Sigortali;1;Kullaniyor Degil;Yeniden Yapilandirma
MUST-646515;50;erkek;evli;Yar? Zamanli;Klinik Psikolog;50.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;3-5 Y?l;Trabzon;ev sahibi;Sigortali;2;Kullaniyor;Ek Kredi Talebi
MUST-673631;40;kadin;evli;Tam Zamanli;Mudur (Yonetici);60.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;5-10 Y?l;Bursa;kira;Sigortali;5;Kullaniyor;Ek Kredi Talebi
MUST-852305;46;kadin;evli;Tam Zamanli;?s Analisti;70.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;5-10 Y?l;Konya;ev sahibi;Sigortali;2;Kullaniyor;?lk Basvuru
MUST-261056;37;kadin;bekar;Tam Zamanli;Proje Yoneticisi;90.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;0-1 Y?l;Kayseri;ev sahibi;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-359765;35;erkek;bekar;Tam Zamanli;Proje Yoneticisi;50.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;5-10 Y?l;Istanbul;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-698155;47;kadin;evli;Tam Zamanli;Yazilim Mühendisi;90.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;0-1 Y?l;Trabzon;kira;Sigortali;3;Kullaniyor;Ek Kredi Talebi
MUST-177175;37;kadin;evli;Yar? Zamanli;Proje Yoneticisi;90.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;3-5 Y?l;Ankara;ev sahibi;Sigortasiz;3;Kullaniyor Degil;?lk Basvuru
MUST-766686;46;erkek;bekar;Yar? Zamanli;Yazilim Geli?tirici;60.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;5-10 Y?l;Bursa;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-358763;40;kadin;evli;Tam Zamanli;Finansal Danisman;80.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;10 Y?l ve Üzeri;Izmir;ev sahibi;Sigortali;5;Kullaniyor;?lk Basvuru
MUST-151399;47;erkek;bekar;Yar? Zamanli;ic Mimar;80.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Antalya;ev sahibi;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-144206;46;erkek;evli;Yar? Zamanli;?s Zekasi (Business Intelligence) Analisti;90.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;3-5 Y?l;Ankara;ev sahibi;Sigortasiz;1;Kullaniyor Degil;?lk Basvuru
MUST-854476;42;erkek;bekar;Tam Zamanli;E-ticaret Yoneticisi;90.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;1-3 Y?l;Ankara;kira;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-731649;35;kadin;evli;Yar? Zamanli;Dijital Pazarlama Uzmani;90.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;5-10 Y?l;Bursa;kira;Sigortali;4;Kullaniyor;?lk Basvuru
MUST-386413;35;erkek;bekar;Yar? Zamanli;?s Zekasi (Business Intelligence) Analisti;80.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;10 Y?l ve Üzeri;Manisa;kira;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-138059;39;kadin;bekar;Yar? Zamanli;Dijital Pazarlama Uzmani;50.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;3-5 Y?l;Izmir;kira;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-588633;49;erkek;evli;Yar? Zamanli;Pazarlama Muduru;50.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;1-3 Y?l;Mersin;kira;Sigortali;1;Kullaniyor Degil;Yeniden Yapilandirma
MUST-242806;43;erkek;evli;Tam Zamanli;Dijital Pazarlama Uzmani;60.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;10 Y?l ve Üzeri;Antalya;kira;Sigortali;2;Kullaniyor Degil;Yeniden Yapilandirma
MUST-421095;42;kadin;bekar;Yar? Zamanli;Pazarlama Muduru;60.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;5-10 Y?l;Konya;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-796715;39;kadin;evli;Yar? Zamanli;Hekim (Doktor);70.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;3-5 Y?l;Ankara;ev sahibi;Sigortali;1;Kullaniyor Degil;?lk Basvuru
MUST-471272;36;kadin;evli;Tam Zamanli;Proje Yoneticisi;80.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;10 Y?l ve Üzeri;Mersin;ev sahibi;Sigortasiz;5;Kullaniyor;Ek Kredi Talebi
MUST-159160;38;erkek;bekar;Tam Zamanli;?s Zekasi (Business Intelligence) Analisti;80.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;5-10 Y?l;Sanl?urfa;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-381812;41;erkek;bekar;Yar? Zamanli;?s Analisti;50.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;5-10 Y?l;Mersin;ev sahibi;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-197603;49;kadin;bekar;Tam Zamanli;Kendi isini Yapan (Girisimci);90.000 TL;?20.000 - ?100.000;300-500 (dusuk);91-120 Gun Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;3-5 Y?l;Istanbul;ev sahibi;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-954692;43;erkek;bekar;Yar? Zamanli;Urun yoneticisi;70.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;5-10 Y?l;Antalya;ev sahibi;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-484746;49;kadin;evli;Tam Zamanli;Pazarlama Muduru;50.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;10 Y?l ve Üzeri;Sanl?urfa;ev sahibi;Sigortasiz;4;Kullaniyor;?lk Basvuru
MUST-104263;45;kadin;bekar;Tam Zamanli;Proje Yoneticisi;80.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;3-5 Y?l;Samsun;kira;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-431344;48;kadin;bekar;Tam Zamanli;E-ticaret Yoneticisi;90.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;3-5 Y?l;Gaziantep;kira;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-620194;41;kadin;evli;Yar? Zamanli;Proje Yoneticisi;50.000 TL;?20.000 - ?100.000;300-500 (dusuk);91-120 Gun Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;0-1 Y?l;Trabzon;ev sahibi;Sigortasiz;2;Kullaniyor Degil;?lk Basvuru
MUST-165079;49;kadin;evli;Tam Zamanli;Proje Yoneticisi;50.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;0-1 Y?l;Ankara;ev sahibi;Sigortasiz;1;Kullaniyor;Ek Kredi Talebi
MUST-651692;49;kadin;evli;Yar? Zamanli;Elektrik Muhendisi;60.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;3-5 Y?l;Trabzon;kira;Sigortali;3;Kullaniyor;Yeniden Yapilandirma
MUST-966934;45;erkek;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;90.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;1-3 Y?l;Ankara;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-653672;40;erkek;bekar;Tam Zamanli;E-ticaret Yoneticisi;60.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;10 Y?l ve Üzeri;Antalya;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-544575;37;kadin;evli;Yar? Zamanli;Yazilim Mühendisi;50.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;5-10 Y?l;Izmir;kira;Sigortasiz;5;Kullaniyor;Yeniden Yapilandirma
MUST-884005;40;erkek;evli;Yar? Zamanli;icerik ureticisi;50.000 TL;?20.000 - ?100.000;300-500 (dusuk);91-120 Gun Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;5-10 Y?l;Samsun;kira;Sigortasiz;1;Kullaniyor Degil;Yeniden Yapilandirma
MUST-805411;49;erkek;bekar;Tam Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);70.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;3-5 Y?l;Adana;ev sahibi;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-309203;36;erkek;evli;Yar? Zamanli;Mudur (Yonetici);80.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;10 Y?l ve Üzeri;Istanbul;kira;Sigortali;1;Kullaniyor;Ek Kredi Talebi
MUST-465391;35;kadin;bekar;Yar? Zamanli;Finansal Danisman;90.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;10 Y?l ve Üzeri;Manisa;kira;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-712496;46;kadin;bekar;Yar? Zamanli;Yazilim Geli?tirici;70.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;5-10 Y?l;Samsun;kira;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-322716;38;erkek;bekar;Tam Zamanli;Finansal Danisman;60.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;3-5 Y?l;Mersin;kira;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-795996;40;kadin;bekar;Yar? Zamanli;Sosyal Medya Yöneticisi;80.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;1-3 Y?l;Sanl?urfa;kira;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-154511;46;kadin;bekar;Tam Zamanli;Sosyal Medya Yöneticisi;80.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;10 Y?l ve Üzeri;Bursa;ev sahibi;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-845860;35;erkek;bekar;Yar? Zamanli;?s Analisti;50.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;1-3 Y?l;Samsun;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-347270;37;kadin;evli;Yar? Zamanli;Hekim (Doktor);90.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;1-3 Y?l;Samsun;kira;Sigortasiz;2;Kullaniyor;?lk Basvuru
MUST-679701;39;erkek;evli;Tam Zamanli;Mudur (Yonetici);80.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;0-1 Y?l;Bursa;kira;Sigortasiz;5;Kullaniyor;Ek Kredi Talebi
MUST-803069;46;kadin;bekar;Yar? Zamanli;Pazarlama Muduru;70.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;3-5 Y?l;Sanl?urfa;ev sahibi;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-965203;38;erkek;evli;Tam Zamanli;Siber Guvenlik Uzman?;90.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;5-10 Y?l;Manisa;kira;Sigortasiz;1;Kullaniyor;Ek Kredi Talebi
MUST-435030;48;kadin;bekar;Yar? Zamanli;Makine Mühendisi;80.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;5-10 Y?l;Trabzon;ev sahibi;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-204547;47;kadin;evli;Tam Zamanli;Urun yoneticisi;80.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;0-1 Y?l;Trabzon;ev sahibi;Sigortali;4;Kullaniyor Degil;?lk Basvuru
MUST-128458;41;erkek;evli;Yar? Zamanli;Klinik Psikolog;90.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;3-5 Y?l;Istanbul;ev sahibi;Sigortali;5;Kullaniyor Degil;?lk Basvuru
MUST-201222;35;erkek;evli;Yar? Zamanli;Makine Mühendisi;70.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;0-1 Y?l;Mersin;kira;Sigortasiz;5;Kullaniyor;Ek Kredi Talebi
MUST-448029;40;kadin;evli;Tam Zamanli;icerik ureticisi;50.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;5-10 Y?l;Gaziantep;ev sahibi;Sigortali;1;Kullaniyor;?lk Basvuru
MUST-117753;41;erkek;bekar;Tam Zamanli;ic Mimar;60.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;3-5 Y?l;Mersin;kira;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-197171;43;erkek;bekar;Yar? Zamanli;Arastirma Gorevlisi;60.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;5-10 Y?l;Bursa;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-673310;43;kadin;evli;Yar? Zamanli;Dijital Pazarlama Uzmani;80.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;5-10 Y?l;Manisa;kira;Sigortasiz;1;Kullaniyor Degil;?lk Basvuru
MUST-305766;36;erkek;evli;Tam Zamanli;Pazarlama Uzman?;60.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;5-10 Y?l;Manisa;kira;Sigortasiz;2;Kullaniyor Degil;Yeniden Yapilandirma
MUST-209975;35;erkek;evli;Tam Zamanli;Elektrik Muhendisi;80.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;10 Y?l ve Üzeri;Mersin;ev sahibi;Sigortali;5;Kullaniyor Degil;Yeniden Yapilandirma
MUST-640279;38;kadin;bekar;Tam Zamanli;Makine Mühendisi;80.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;10 Y?l ve Üzeri;Trabzon;ev sahibi;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-614526;46;erkek;bekar;Yar? Zamanli;Saglik Yonetimi Uzmani;80.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;3-5 Y?l;Mersin;kira;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-175974;46;erkek;evli;Tam Zamanli;Klinik Psikolog;80.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;1-3 Y?l;Ankara;ev sahibi;Sigortali;3;Kullaniyor;?lk Basvuru
MUST-317792;49;erkek;evli;Yar? Zamanli;Makine Mühendisi;90.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;1-3 Y?l;Samsun;kira;Sigortasiz;4;Kullaniyor Degil;Yeniden Yapilandirma
MUST-791884;35;erkek;bekar;Tam Zamanli;Yazilim Mühendisi;50.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;3-5 Y?l;Antalya;kira;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-195212;41;erkek;bekar;Yar? Zamanli;Siber Guvenlik Uzman?;50.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;10 Y?l ve Üzeri;Samsun;ev sahibi;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-876006;45;kadin;bekar;Yar? Zamanli;Finansal Analist;90.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;5-10 Y?l;Izmir;kira;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-862286;43;kadin;bekar;Tam Zamanli;?s Zekasi (Business Intelligence) Analisti;90.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;3-5 Y?l;Bursa;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-486487;46;erkek;bekar;Yar? Zamanli;E-ticaret Yoneticisi;70.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;5-10 Y?l;Bursa;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-398562;45;kadin;bekar;Yar? Zamanli;Makine Mühendisi;70.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;5-10 Y?l;Gaziantep;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-715120;47;erkek;evli;Yar? Zamanli;Dijital Pazarlama Uzmani;70.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;10 Y?l ve Üzeri;Istanbul;kira;Sigortali;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-311020;37;kadin;evli;Tam Zamanli;Pazarlama Uzman?;90.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Bursa;ev sahibi;Sigortasiz;2;Kullaniyor;Ek Kredi Talebi
MUST-737991;48;kadin;evli;Yar? Zamanli;Elektrik Muhendisi;80.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;0-1 Y?l;Istanbul;ev sahibi;Sigortasiz;2;Kullaniyor;?lk Basvuru
MUST-772416;43;kadin;bekar;Tam Zamanli;Proje Yoneticisi;60.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;5-10 Y?l;Samsun;kira;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-496127;35;erkek;bekar;Tam Zamanli;Kendi isini Yapan (Girisimci);60.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;10 Y?l ve Üzeri;Eskisehir;kira;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-162751;45;erkek;bekar;Tam Zamanli;Finansal Analist;50.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;10 Y?l ve Üzeri;Istanbul;kira;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-471203;45;kadin;evli;Tam Zamanli;Sosyal Medya Yöneticisi;80.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;3-5 Y?l;Gaziantep;kira;Sigortali;4;Kullaniyor Degil;Ek Kredi Talebi
MUST-727507;41;erkek;bekar;Yar? Zamanli;Kendi isini Yapan (Girisimci);70.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;0-1 Y?l;Adana;kira;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-971616;41;kadin;bekar;Yar? Zamanli;Dijital Pazarlama Uzmani;60.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;0-1 Y?l;Adana;kira;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-522158;41;erkek;bekar;Tam Zamanli;Saglik Yonetimi Uzmani;80.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;0-1 Y?l;Trabzon;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-634153;38;erkek;evli;Yar? Zamanli;Pazarlama Uzman?;90.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;10 Y?l ve Üzeri;Antalya;ev sahibi;Sigortali;2;Kullaniyor;?lk Basvuru
MUST-601902;49;kadin;evli;Tam Zamanli;Pazarlama Uzman?;70.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;10 Y?l ve Üzeri;Izmir;ev sahibi;Sigortasiz;4;Kullaniyor Degil;Yeniden Yapilandirma
MUST-640352;47;erkek;bekar;Tam Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);50.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;3-5 Y?l;Samsun;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-205559;37;kadin;evli;Yar? Zamanli;ic Mimar;90.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;3-5 Y?l;Antalya;ev sahibi;Sigortali;1;Kullaniyor Degil;Ek Kredi Talebi
MUST-260086;42;kadin;evli;Tam Zamanli;Web Gelistirici;70.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;1-3 Y?l;Mersin;kira;Sigortasiz;3;Kullaniyor;Ek Kredi Talebi
